date,"Davenport's Bar and Grille, 1925, Pawtucket Avenue, Carpenters Corner, East Providence, Providence County, Rhode Island, 02914, United States","1014, Kings Highway, New Bedford, Bristol County, Massachusetts, 02745, United States","109, Mariano Bishop Boulevard, Fall River, Bristol County, Massachusetts, 02721, United States","1500 Diamond Hill, Diamond Hill Road, Woonsocket, Providence County, Rhode Island, 02895, United States","TGI Friday's, 1385, South Washington Street, North Attleborough, Bristol County, Massachusetts, 02760, United States","201, Branch Avenue, Providence, Providence County, Rhode Island, 02904, United States"
2021-03-16,"{""previous_date"":""2021-03-01"",""previous_days_since"":15,""next_date"":""2024-09-04"",""next_days_to"":1268,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":1268,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":15,""next_date"":""2024-09-05"",""next_days_to"":1269,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":1269,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":15,""next_date"":""2024-09-11"",""next_days_to"":1275,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":15,""next_date"":""2023-04-06"",""next_days_to"":751,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2021-03-17,"{""previous_date"":""2021-03-01"",""previous_days_since"":16,""next_date"":""2024-09-04"",""next_days_to"":1267,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":1267,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":16,""next_date"":""2024-09-05"",""next_days_to"":1268,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":1268,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":16,""next_date"":""2024-09-11"",""next_days_to"":1274,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":16,""next_date"":""2023-04-06"",""next_days_to"":750,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2021-03-18,"{""previous_date"":""2021-03-01"",""previous_days_since"":17,""next_date"":""2024-09-04"",""next_days_to"":1266,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":1266,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":17,""next_date"":""2024-09-05"",""next_days_to"":1267,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":1267,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":17,""next_date"":""2024-09-11"",""next_days_to"":1273,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":17,""next_date"":""2023-04-06"",""next_days_to"":749,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2021-03-19,"{""previous_date"":""2021-03-01"",""previous_days_since"":18,""next_date"":""2024-09-04"",""next_days_to"":1265,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":1265,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":18,""next_date"":""2024-09-05"",""next_days_to"":1266,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":1266,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":18,""next_date"":""2024-09-11"",""next_days_to"":1272,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":18,""next_date"":""2023-04-06"",""next_days_to"":748,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2021-03-20,"{""previous_date"":""2021-03-01"",""previous_days_since"":19,""next_date"":""2024-09-04"",""next_days_to"":1264,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":1264,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":19,""next_date"":""2024-09-05"",""next_days_to"":1265,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":1265,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":19,""next_date"":""2024-09-11"",""next_days_to"":1271,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":19,""next_date"":""2023-04-06"",""next_days_to"":747,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2021-03-21,"{""previous_date"":""2021-03-01"",""previous_days_since"":20,""next_date"":""2024-09-04"",""next_days_to"":1263,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":1263,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":20,""next_date"":""2024-09-05"",""next_days_to"":1264,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":1264,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":20,""next_date"":""2024-09-11"",""next_days_to"":1270,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":20,""next_date"":""2023-04-06"",""next_days_to"":746,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2021-03-22,"{""previous_date"":""2021-03-01"",""previous_days_since"":21,""next_date"":""2024-09-04"",""next_days_to"":1262,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":1262,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":21,""next_date"":""2024-09-05"",""next_days_to"":1263,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":1263,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":21,""next_date"":""2024-09-11"",""next_days_to"":1269,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":21,""next_date"":""2023-04-06"",""next_days_to"":745,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2021-03-23,"{""previous_date"":""2021-03-01"",""previous_days_since"":22,""next_date"":""2024-09-04"",""next_days_to"":1261,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":1261,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":22,""next_date"":""2024-09-05"",""next_days_to"":1262,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":1262,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":22,""next_date"":""2024-09-11"",""next_days_to"":1268,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":22,""next_date"":""2023-04-06"",""next_days_to"":744,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2021-03-24,"{""previous_date"":""2021-03-01"",""previous_days_since"":23,""next_date"":""2024-09-04"",""next_days_to"":1260,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":1260,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":23,""next_date"":""2024-09-05"",""next_days_to"":1261,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":1261,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":23,""next_date"":""2024-09-11"",""next_days_to"":1267,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":23,""next_date"":""2023-04-06"",""next_days_to"":743,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2021-03-25,"{""previous_date"":""2021-03-01"",""previous_days_since"":24,""next_date"":""2024-09-04"",""next_days_to"":1259,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":1259,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":24,""next_date"":""2024-09-05"",""next_days_to"":1260,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":1260,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":24,""next_date"":""2024-09-11"",""next_days_to"":1266,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":24,""next_date"":""2023-04-06"",""next_days_to"":742,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
2021-03-26,"{""previous_date"":""2021-03-01"",""previous_days_since"":25,""next_date"":""2024-09-04"",""next_days_to"":1258,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-04"",""next_days_to"":1258,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":25,""next_date"":""2024-09-05"",""next_days_to"":1259,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""NaN"",""previous_days_since"":""NaN"",""next_date"":""2024-09-05"",""next_days_to"":1259,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":0,""stops_in_previous_56"":0,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":25,""next_date"":""2024-09-11"",""next_days_to"":1265,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}","{""previous_date"":""2021-03-01"",""previous_days_since"":25,""next_date"":""2023-04-06"",""next_days_to"":741,""stops_in_previous_7"":0,""stops_in_previous_14"":0,""stops_in_previous_28"":1,""stops_in_previous_56"":1,""stops_in_next_7"":0,""stops_in_next_28"":0,""active"":false}"
